date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:57:29	84723/84723	---M-Z	200	added ('OK')	application/javascript	etag:W/%223166b88e7d00bc644b9323bb71d4ac3c%22	https://static.parastorage.com/services/wix-thunderbolt/dist/ab-test-compilation/thunderbolt-commons.b3e0a35a.bundle.min.js	D:/WEBSITE/MEDIT/static.parastorage.com/services/wix-thunderbolt/dist/ab-test-compilation/thunderbolt-commons.b3e0a35a.bundle.min.js	(from https://www.medit.com/)
11:57:29	173659/173659	---M-Z	200	added ('OK')	application/javascript	etag:W/%227e73406ae1288f7dedef1a2678d33663%22	https://static.parastorage.com/services/wix-thunderbolt/dist/ab-test-compilation/main.52bcc92c.bundle.min.js	D:/WEBSITE/MEDIT/static.parastorage.com/services/wix-thunderbolt/dist/ab-test-compilation/main.52bcc92c.bundle.min.js	(from https://www.medit.com/)
11:57:30	2298/2298	---M-Z	200	added ('OK')	application/javascript	etag:W/%22385081458f8a8718ed60de956ca22cf8%22	https://static.parastorage.com/services/wix-thunderbolt/dist/ab-test-compilation/openPerformanceTool.bdfb187b.bundle.min.js	D:/WEBSITE/MEDIT/static.parastorage.com/services/wix-thunderbolt/dist/ab-test-compilation/openPerformanceTool.bdfb187b.bundle.min.js	(from https://www.medit.com/)
11:57:30	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	D:/WEBSITE/MEDIT/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://www.medit.com/)
11:57:30	12463/12463	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263d498e143f421cc44dfb64f22fef270%22	https://static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	D:/WEBSITE/MEDIT/static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	(from https://www.medit.com/)
11:57:30	13067/13067	---M-Z	200	added ('OK')	application/javascript	etag:W/%22274bf36a3feec6d7f062db07a6894a9c%22	https://static.parastorage.com/services/wix-code-platform/1.1097.93/elementory-browser-support.min.js	D:/WEBSITE/MEDIT/static.parastorage.com/services/wix-code-platform/1.1097.93/elementory-browser-support.min.js	(from https://www.medit.com/)
11:57:30	7897/7897	---M-Z	200	added ('OK')	application/javascript	etag:W/%2282ef8cd522818464cafdf4bf58ab1ffa%22	https://static.parastorage.com/services/tag-manager-client/1.705.0/siteTags.bundle.min.js	D:/WEBSITE/MEDIT/static.parastorage.com/services/tag-manager-client/1.705.0/siteTags.bundle.min.js	(from https://www.medit.com/)
11:57:31	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2028%20Dec%202022%2016:57:31%20GMT	https://www.googletagmanager.com/gtm.js?id=	D:/WEBSITE/MEDIT/www.googletagmanager.com/gtm.f5445.delayed	(from https://www.medit.com/)
11:57:31	45346/45346	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2017%20Oct%202022%2007:23:10%20GMT	https://wix.presto-changeo.com/mailchimp/front/assets/js/mailchimp.js	D:/WEBSITE/MEDIT/wix.presto-changeo.com/mailchimp/front/assets/js/mailchimp.js	(from https://www.medit.com/)
11:57:31	28524/28524	---M-Z	200	added ('OK')	application/javascript	etag:W/%2229e37f1889d144c413c47ef8ed0c5f98%22	https://static.parastorage.com/services/wix-perf-measure/1.1049.0/wix-perf-measure.umd.min.js	D:/WEBSITE/MEDIT/static.parastorage.com/services/wix-perf-measure/1.1049.0/wix-perf-measure.umd.min.js	(from https://www.medit.com/)
11:57:32	118656/118656	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c5abc87541fe6bb0f43f22af475a8b20%22	https://static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	D:/WEBSITE/MEDIT/static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	(from https://www.medit.com/)
11:57:34	914002/914002	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:57:33%20GMT	https://www.medit.com/de	D:/WEBSITE/MEDIT/www.medit.com/de.html	(from https://www.medit.com/)
11:57:35	915316/915316	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:57:33%20GMT	https://www.medit.com/es	D:/WEBSITE/MEDIT/www.medit.com/es.html	(from https://www.medit.com/)
11:57:36	915655/915655	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:57:34%20GMT	https://www.medit.com/fr	D:/WEBSITE/MEDIT/www.medit.com/fr.html	(from https://www.medit.com/)
11:57:36	915185/915185	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:57:36%20GMT	https://www.medit.com/it	D:/WEBSITE/MEDIT/www.medit.com/it.html	(from https://www.medit.com/)
11:57:38	919490/919490	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:57:37%20GMT	https://www.medit.com/ja	D:/WEBSITE/MEDIT/www.medit.com/ja.html	(from https://www.medit.com/)
11:57:39	918073/918073	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:57:37%20GMT	https://www.medit.com/ko	D:/WEBSITE/MEDIT/www.medit.com/ko.html	(from https://www.medit.com/)
11:57:39	4482/4482	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Dec%202022%2016:57:39%20GMT	https://static.wixstatic.com/media/a59fb8_4e75ef592d81449a9117a9fa77a8af2a~mv2.png/v1/fill/w_182,h_60,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/a59fb8_4e75ef592d81449a9117a9fa77a8af2a~mv2.png	D:/WEBSITE/MEDIT/static.wixstatic.com/media/a59fb8_4e75ef592d81449a9117a9fa77a8af2a_mv2.png/v1/fill/w_182,h_60,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/a59fb8_4e75ef592d81449a9117a9fa77a8af2a_mv2.png	(from https://www.medit.com/)
11:57:39	916110/916110	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:57:38%20GMT	https://www.medit.com/ru	D:/WEBSITE/MEDIT/www.medit.com/ru.html	(from https://www.medit.com/)
11:57:40	966693/966693	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:57:39%20GMT	https://www.medit.com/dental-clinic-i700wireless	D:/WEBSITE/MEDIT/www.medit.com/dental-clinic-i700wireless.html	(from https://www.medit.com/)
11:57:41	949723/949723	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:57:40%20GMT	https://www.medit.com/dental-clinic-i700	D:/WEBSITE/MEDIT/www.medit.com/dental-clinic-i700.html	(from https://www.medit.com/)
11:57:42	949434/949434	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:57:41%20GMT	https://www.medit.com/dental-clinic-i600	D:/WEBSITE/MEDIT/www.medit.com/dental-clinic-i600.html	(from https://www.medit.com/)
11:57:43	944454/944454	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:57:42%20GMT	https://www.medit.com/dental-clinic-i500	D:/WEBSITE/MEDIT/www.medit.com/dental-clinic-i500.html	(from https://www.medit.com/)
11:57:45	830373/830373	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:57:44%20GMT	https://www.medit.com/previous-t-series	D:/WEBSITE/MEDIT/www.medit.com/previous-t-series.html	(from https://www.medit.com/)
11:57:45	1178803/1178803	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:57:43%20GMT	https://www.medit.com/dental-lab	D:/WEBSITE/MEDIT/www.medit.com/dental-lab.html	(from https://www.medit.com/)
11:57:45	995383/995383	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:57:44%20GMT	https://www.medit.com/medit-link	D:/WEBSITE/MEDIT/www.medit.com/medit-link.html	(from https://www.medit.com/)
11:57:46	836092/836092	---MCZ	200	added ('OK')	text/html	etag:W/%22d7b289d386601aaafc8fdacfbf118daf%22	https://www.medit.com/about-us	D:/WEBSITE/MEDIT/www.medit.com/about-us.html	(from https://www.medit.com/)
11:57:46	1009134/1009134	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:57:45%20GMT	https://www.medit.com/medit-link-apps	D:/WEBSITE/MEDIT/www.medit.com/medit-link-apps.html	(from https://www.medit.com/)
11:57:47	1579/1579	---M--	200	added ('OK')	image/png	etag:%22f71fe901a8cc2ebd90c35c5aebe3b057%22	https://static.parastorage.com/services/linguist-flags/1.663.0/assets/flags/corner/USA.png	D:/WEBSITE/MEDIT/static.parastorage.com/services/linguist-flags/1.663.0/assets/flags/corner/USA.png	(from https://www.medit.com/)
11:57:47	973/973	---M--	200	added ('OK')	image/png	etag:%22c5652fd0c4ea76a5ee1ea20077543f4f%22	https://static.parastorage.com/services/linguist-flags/1.663.0/assets/flags/corner/ESP.png	D:/WEBSITE/MEDIT/static.parastorage.com/services/linguist-flags/1.663.0/assets/flags/corner/ESP.png	(from https://www.medit.com/)
11:57:48	442/442	---M--	200	added ('OK')	image/png	etag:%22df14836705a234134084076d2309f9aa%22	https://static.parastorage.com/services/linguist-flags/1.663.0/assets/flags/corner/FRA.png	D:/WEBSITE/MEDIT/static.parastorage.com/services/linguist-flags/1.663.0/assets/flags/corner/FRA.png	(from https://www.medit.com/)
11:57:48	420/420	---M--	200	added ('OK')	image/png	etag:%2272fad419935fd6cc3c930cee898f984a%22	https://static.parastorage.com/services/linguist-flags/1.663.0/assets/flags/corner/ITA.png	D:/WEBSITE/MEDIT/static.parastorage.com/services/linguist-flags/1.663.0/assets/flags/corner/ITA.png	(from https://www.medit.com/)
11:57:48	834904/834904	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:57:47%20GMT	https://www.medit.com/press-corner	D:/WEBSITE/MEDIT/www.medit.com/press-corner.html	(from https://www.medit.com/)
11:57:48	790/790	---M--	200	added ('OK')	image/png	etag:%22b45fb780aac5c4239f5d515fa1be10b1%22	https://static.parastorage.com/services/linguist-flags/1.663.0/assets/flags/corner/JPN.png	D:/WEBSITE/MEDIT/static.parastorage.com/services/linguist-flags/1.663.0/assets/flags/corner/JPN.png	(from https://www.medit.com/)
11:57:48	431/431	---M--	200	added ('OK')	image/png	etag:%2283d2fcddabb55728b377cbb101cde4f9%22	https://static.parastorage.com/services/linguist-flags/1.663.0/assets/flags/corner/RUS.png	D:/WEBSITE/MEDIT/static.parastorage.com/services/linguist-flags/1.663.0/assets/flags/corner/RUS.png	(from https://www.medit.com/)
11:57:48	1771/1771	---M--	200	added ('OK')	image/png	etag:%227065cbb2ce1198b95e65b2e0e7c0e6a2%22	https://static.parastorage.com/services/linguist-flags/1.663.0/assets/flags/corner/KOR.png	D:/WEBSITE/MEDIT/static.parastorage.com/services/linguist-flags/1.663.0/assets/flags/corner/KOR.png	(from https://www.medit.com/)
11:57:49	433/433	---M--	200	added ('OK')	image/png	etag:%228a74fbb84058e74715828083a78b6c46%22	https://static.parastorage.com/services/linguist-flags/1.663.0/assets/flags/corner/DEU.png	D:/WEBSITE/MEDIT/static.parastorage.com/services/linguist-flags/1.663.0/assets/flags/corner/DEU.png	(from https://www.medit.com/)
11:57:50	850495/850495	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:57:46%20GMT	https://www.medit.com/career	D:/WEBSITE/MEDIT/www.medit.com/career.html	(from https://www.medit.com/)
11:57:50	1964/1964	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Dec%202022%2016:57:50%20GMT	https://static.wixstatic.com/media/2780be_43ff80019c66414facd30f14a3d083a0f000.jpg/v1/fill/w_187,h_105,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/2780be_43ff80019c66414facd30f14a3d083a0f000.jpg	D:/WEBSITE/MEDIT/static.wixstatic.com/media/2780be_43ff80019c66414facd30f14a3d083a0f000.jpg/v1/fill/w_187,h_105,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/2780be_43ff80019c66414facd30f14a3d083a0f000.jpg	(from https://www.medit.com/)
11:57:51	16372/16372	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Dec%202022%2016:57:51%20GMT	https://static.wixstatic.com/media/2780be_07cec8a719af408eb8c0e31193b9d3dc~mv2.png/v1/fill/w_272,h_108,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/2780be_07cec8a719af408eb8c0e31193b9d3dc~mv2.png	D:/WEBSITE/MEDIT/static.wixstatic.com/media/2780be_07cec8a719af408eb8c0e31193b9d3dc_mv2.png/v1/fill/w_272,h_108,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/2780be_07cec8a719af408eb8c0e31193b9d3dc_mv2.png	(from https://www.medit.com/)
11:57:51	12963/12963	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Dec%202022%2016:57:51%20GMT	https://static.wixstatic.com/media/2780be_c46474b4f3cb40bb8f8e5c7946b8f6c7~mv2.png/v1/fill/w_273,h_119,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/2780be_c46474b4f3cb40bb8f8e5c7946b8f6c7~mv2.png	D:/WEBSITE/MEDIT/static.wixstatic.com/media/2780be_c46474b4f3cb40bb8f8e5c7946b8f6c7_mv2.png/v1/fill/w_273,h_119,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/2780be_c46474b4f3cb40bb8f8e5c7946b8f6c7_mv2.png	(from https://www.medit.com/)
11:57:52	14350/14350	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Dec%202022%2016:57:52%20GMT	https://static.wixstatic.com/media/2780be_998c1c28e8b54d5c8ab5fb02768abfbf~mv2.png/v1/fill/w_276,h_118,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/2780be_998c1c28e8b54d5c8ab5fb02768abfbf~mv2.png	D:/WEBSITE/MEDIT/static.wixstatic.com/media/2780be_998c1c28e8b54d5c8ab5fb02768abfbf_mv2.png/v1/fill/w_276,h_118,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/2780be_998c1c28e8b54d5c8ab5fb02768abfbf_mv2.png	(from https://www.medit.com/)
11:57:52	6445/6445	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Dec%202022%2016:57:52%20GMT	https://static.wixstatic.com/media/2780be_4730c6183cdd402989d96cd15812d87c~mv2.png/v1/fill/w_218,h_31,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/2780be_4730c6183cdd402989d96cd15812d87c~mv2.png	D:/WEBSITE/MEDIT/static.wixstatic.com/media/2780be_4730c6183cdd402989d96cd15812d87c_mv2.png/v1/fill/w_218,h_31,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/2780be_4730c6183cdd402989d96cd15812d87c_mv2.png	(from https://www.medit.com/)
11:57:53	9354/9354	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Dec%202022%2016:57:53%20GMT	https://static.wixstatic.com/media/2780be_b90b23da8a1a4486a4c31eefa2334267~mv2.png/v1/crop/x_236,y_252,w_1612,h_837/fill/w_101,h_52,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/220209_MEDIT_0326.png	D:/WEBSITE/MEDIT/static.wixstatic.com/media/2780be_b90b23da8a1a4486a4c31eefa2334267_mv2.png/v1/crop/x_236,y_252,w_1612,h_837/fill/w_101,h_52,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/220209_MEDIT_0326.png	(from https://www.medit.com/)
11:57:53	11089/11089	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Dec%202022%2016:57:53%20GMT	https://static.wixstatic.com/media/2780be_651d830e62224d478d5c7f8d2e68d1e5~mv2.png/v1/crop/x_104,y_200,w_1319,h_744/fill/w_93,h_52,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Dental%20solution.png	D:/WEBSITE/MEDIT/static.wixstatic.com/media/2780be_651d830e62224d478d5c7f8d2e68d1e5_mv2.png/v1/crop/x_104,y_200,w_1319,h_744/fill/w_93,h_52,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Dental%20solution.png	(from https://www.medit.com/)
11:57:54	4793/4793	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Dec%202022%2016:57:53%20GMT	https://static.wixstatic.com/media/2780be_63259c5405bc4fb7b80d7cfeb15caa71~mv2.png/v1/crop/x_0,y_36,w_849,h_472/fill/w_94,h_52,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Medit%20Link2.png	D:/WEBSITE/MEDIT/static.wixstatic.com/media/2780be_63259c5405bc4fb7b80d7cfeb15caa71_mv2.png/v1/crop/x_0,y_36,w_849,h_472/fill/w_94,h_52,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Medit%20Link2.png	(from https://www.medit.com/)
11:57:55	786964/786964	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:57:54%20GMT	https://www.medit.com/contact-us	D:/WEBSITE/MEDIT/www.medit.com/contact-us.html	(from https://www.medit.com/)
11:57:56	850774/850774	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:57:55%20GMT	https://www.medit.com/download	D:/WEBSITE/MEDIT/www.medit.com/download.html	(from https://www.medit.com/)
11:57:57	1977/1977	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2028%20Dec%202022%2016:57:56%20GMT	http://js.hs-scripts.com/2786601.js	D:/WEBSITE/MEDIT/js.hs-scripts.com/2786601.js	(from https://www.medit.com/)
11:57:58	84703/84703	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ee7ac6d2cd0eb1433ea441b19ebcb03%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.3d4617dc.bundle.min.js	D:/WEBSITE/MEDIT/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.3d4617dc.bundle.min.js	(from https://www.medit.com/de)
11:57:58	173623/173623	---M-Z	200	added ('OK')	application/javascript	etag:W/%2235046fe0ac830fb7ce0b929b6ce086c0%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.2cc013fc.bundle.min.js	D:/WEBSITE/MEDIT/static.parastorage.com/services/wix-thunderbolt/dist/main.2cc013fc.bundle.min.js	(from https://www.medit.com/de)
11:57:58	2278/2278	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c3a25d0346649cc2f4e491cab3e7ae43%22	https://static.parastorage.com/services/wix-thunderbolt/dist/openPerformanceTool.5be799bb.bundle.min.js	D:/WEBSITE/MEDIT/static.parastorage.com/services/wix-thunderbolt/dist/openPerformanceTool.5be799bb.bundle.min.js	(from https://www.medit.com/de)
11:57:58	962784/962784	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:57:56%20GMT	https://www.medit.com/privacy-policy	D:/WEBSITE/MEDIT/www.medit.com/privacy-policy.html	(from https://www.medit.com/)
11:58:00	967738/967738	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:57:59%20GMT	https://www.medit.com/de/dental-clinic-i700wireless	D:/WEBSITE/MEDIT/www.medit.com/de/dental-clinic-i700wireless.html	(from https://www.medit.com/de)
11:58:01	950327/950327	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:58:00%20GMT	https://www.medit.com/de/dental-clinic-i700	D:/WEBSITE/MEDIT/www.medit.com/de/dental-clinic-i700.html	(from https://www.medit.com/de)
11:58:02	949648/949648	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:58:01%20GMT	https://www.medit.com/de/dental-clinic-i600	D:/WEBSITE/MEDIT/www.medit.com/de/dental-clinic-i600.html	(from https://www.medit.com/de)
11:58:02	945543/945543	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:58:01%20GMT	https://www.medit.com/de/dental-clinic-i500	D:/WEBSITE/MEDIT/www.medit.com/de/dental-clinic-i500.html	(from https://www.medit.com/de)
11:58:03	1179902/1179902	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:58:02%20GMT	https://www.medit.com/de/dental-lab	D:/WEBSITE/MEDIT/www.medit.com/de/dental-lab.html	(from https://www.medit.com/de)
11:58:04	817649/817649	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:58:03%20GMT	https://www.medit.com/de/previous-t-series	D:/WEBSITE/MEDIT/www.medit.com/de/previous-t-series.html	(from https://www.medit.com/de)
11:58:05	995043/995043	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:58:04%20GMT	https://www.medit.com/de/medit-link	D:/WEBSITE/MEDIT/www.medit.com/de/medit-link.html	(from https://www.medit.com/de)
11:58:05	1009541/1009541	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:58:04%20GMT	https://www.medit.com/de/medit-link-apps	D:/WEBSITE/MEDIT/www.medit.com/de/medit-link-apps.html	(from https://www.medit.com/de)
11:58:06	835708/835708	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:58:05%20GMT	https://www.medit.com/de/about-us	D:/WEBSITE/MEDIT/www.medit.com/de/about-us.html	(from https://www.medit.com/de)
11:58:07	845821/845821	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:58:06%20GMT	https://www.medit.com/de/career	D:/WEBSITE/MEDIT/www.medit.com/de/career.html	(from https://www.medit.com/de)
11:58:08	835206/835206	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:58:07%20GMT	https://www.medit.com/de/press-corner	D:/WEBSITE/MEDIT/www.medit.com/de/press-corner.html	(from https://www.medit.com/de)
11:58:09	850462/850462	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:58:08%20GMT	https://www.medit.com/de/download	D:/WEBSITE/MEDIT/www.medit.com/de/download.html	(from https://www.medit.com/de)
11:58:10	173750/173750	---M-Z	200	added ('OK')	application/javascript	etag:W/%22b09c23bfe1fbdcc5d8b6656c6a52d177%22	https://static.parastorage.com/services/wix-thunderbolt/dist/ab-test-compilation/main.de949014.bundle.min.js	D:/WEBSITE/MEDIT/static.parastorage.com/services/wix-thunderbolt/dist/ab-test-compilation/main.de949014.bundle.min.js	(from https://www.medit.com/es)
11:58:10	2553/2553	---M-Z	200	added ('OK')	application/javascript	etag:W/%2225b3f41942d3ad9fc4ebaac421e7c0a2%22	https://static.parastorage.com/services/wix-thunderbolt/dist/ab-test-compilation/openPerformanceTool.62696625.bundle.min.js	D:/WEBSITE/MEDIT/static.parastorage.com/services/wix-thunderbolt/dist/ab-test-compilation/openPerformanceTool.62696625.bundle.min.js	(from https://www.medit.com/es)
11:58:10	1187190/1187190	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:58:09%20GMT	https://www.medit.com/de/privacy-policy-20200325	D:/WEBSITE/MEDIT/www.medit.com/de/privacy-policy-20200325.html	(from https://www.medit.com/de)
11:58:11	967159/967159	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:58:11%20GMT	https://www.medit.com/es/dental-clinic-i700wireless	D:/WEBSITE/MEDIT/www.medit.com/es/dental-clinic-i700wireless.html	(from https://www.medit.com/es)
11:58:13	949283/949283	---MCZ	200	added ('OK')	text/html	etag:W/%22547640262e4367f91322cacc3e414b34%22	https://www.medit.com/es/dental-clinic-i600	D:/WEBSITE/MEDIT/www.medit.com/es/dental-clinic-i600.html	(from https://www.medit.com/es)
11:58:13	948187/948187	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:58:12%20GMT	https://www.medit.com/es/dental-clinic-i700	D:/WEBSITE/MEDIT/www.medit.com/es/dental-clinic-i700.html	(from https://www.medit.com/es)
11:58:14	945623/945623	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:58:13%20GMT	https://www.medit.com/es/dental-clinic-i500	D:/WEBSITE/MEDIT/www.medit.com/es/dental-clinic-i500.html	(from https://www.medit.com/es)
11:58:15	1179857/1179857	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2016:58:14%20GMT	https://www.medit.com/es/dental-lab	D:/WEBSITE/MEDIT/www.medit.com/es/dental-lab.html	(from https://www.medit.com/es)
